section,word,meaning,part_of_speech,importance,label,proficiency,memo,example_sentence,example_translation,example_explanation
SECTION #39「熟語表現・3」,keep an eye on,～を見張る,他動詞句,*,難,,,Please keep an eye on my bag.,私のかばんを見ていてください。,keep an eye on ～「～を見張る・監視する」。SVO構文。命令文。
SECTION #39「熟語表現・3」,have an eye for,～を見る目がある、鑑賞眼がある,他動詞句,*,難,,,She has an eye for fashion.,彼女はファッションを見る目がある。,have an eye for ～「～を見る目がある」。SVO構文。
SECTION #39「熟語表現・3」,turn a deaf ear to,～を聞こうとしない,他動詞句,*,難,,,He turned a deaf ear to their complaints.,彼は彼らの不満に耳を貸さなかった。,turn a deaf ear to ～「～に耳を貸さない」。SVO構文。
SECTION #39「熟語表現・3」,make a face,顔をしかめる,自動詞句,*,難,,,The child made a face at the bitter medicine.,子供は苦い薬にしかめっ面をした。,make a face「しかめっ面をする」。SVO構文。at ～「～に対して」。
SECTION #39「熟語表現・3」,remain to do,まだ～していない,自動詞句,**,難,,,Much remains to be done.,やるべきことはまだたくさんある。,remain to be done「まだ～される必要がある」。SV構文。to不定詞は形容詞的用法。
SECTION #39「熟語表現・3」,have [be] yet to do,まだ～していない,自動詞句,**,難,,,The best is yet to come.,最良のものはこれからだ。,be yet to do「まだ～していない」。SVC構文。
SECTION #39「熟語表現・3」,on behalf of,～に代わって、を代表して,前置詞句,**,難,,,She accepted the award on behalf of her team.,彼女はチームを代表してその賞を受け取った。,on behalf of ～「～を代表して・～のために」。前置詞句。SVO構文。
SECTION #39「熟語表現・3」,second to none,誰にも負けない,形容詞句,**,難,,,His cooking skills are second to none.,彼の料理の腕前は誰にも負けない。,second to none「誰にも負けない・最高の」。SVC構文。形容詞句。
SECTION #39「熟語表現・3」,once and for all,これを最後に、きっぱりと,副詞句,*,難,,,Let's settle this matter once and for all.,この問題をきっぱりと解決しよう。,once and for all「きっぱりと・これを最後に」。副詞句。
SECTION #39「熟語表現・3」,for once,今回だけは、１回でいいから,副詞句,*,難,,,"For once, he arrived on time.",珍しく、彼は時間通りに着いた。,for once「一度だけは・珍しく」。副詞句。文頭に置く。
SECTION #39「熟語表現・3」,at stake,危険にさらされて； 問題となって,形容詞句,*,難,,,Thousands of jobs are at stake.,何千もの仕事が危機にさらされている。,at stake「危機にさらされて・問題になって」。SVC構文。形容詞句。
SECTION #39「熟語表現・3」,in the wake of,～の後に続いて,前置詞句,*,難,,,"In the wake of the disaster, many people lost their homes.",災害の後、多くの人が家を失った。,in the wake of ～「～の後に・～の結果として」。前置詞句。
SECTION #39「熟語表現・3」,Beats me.,分からない,慣用表現,*,難,,,Beats me why he said that.,なぜ彼がそう言ったのか全くわからない。,Beats me.「さっぱりわからない」。口語的慣用表現。It beats me. の略。
SECTION #39「熟語表現・3」,Serves you right.,ざまあみろ、当然の報いだ,慣用表現,*,難,,,You failed the test? Serves you right for not studying.,試験に落ちた？勉強しなかったんだから当然だよ。,Serves you right.「自業自得だ・いい気味だ」。It serves you right. の略。
SECTION #39「熟語表現・3」,Give me a break.,よしてくれ,慣用表現,*,難,,,Give me a break! I've been working all day.,勘弁してよ！一日中働いているんだから。,Give me a break.「勘弁してくれ・いい加減にして」。口語的慣用表現。
SECTION #39「熟語表現・3」,call it a day,今日はもう終わり,自動詞句,*,難,,,Let's call it a day and go home.,今日はこれで終わりにして帰ろう。,call it a day「今日はこれで終わりにする」。SVO構文。慣用表現。
SECTION #40「心・身体」,mental,頭の、知力の； 精神の、心の,形容詞,**,難,,メンタル,Mental health is just as important as physical health.,精神的な健康は身体的な健康と同じくらい重要だ。,mental＋名詞「精神的な～」。as＋形容詞＋as ～「～と同じくらい…」。SVC構文。
SECTION #40「心・身体」,spirit,精神(力)； 気分； 霊魂,名詞,**,普,,スピリッツ,The team showed a great spirit of cooperation.,チームは素晴らしい協力精神を示した。,spirit of ～「～の精神」。SVO構文。
SECTION #40「心・身体」,soul,魂、精神； 人,名詞,**,普,,ソウル,She is a kind soul.,彼女は優しい人だ。,soul「魂・人」。SVC構文。a kind soul「優しい人」。
SECTION #40「心・身体」,material,素材、原料； 題材； 教材； 物質的な,名詞/形容詞,**,普,,マテリアル,We need raw materials to build the house.,家を建てるのに原材料が必要だ。,raw materials「原材料」。名詞。to不定詞は目的を表す副詞的用法。
SECTION #40「心・身体」,sane,正気の,形容詞,*,難,,,It's hard to stay sane under such pressure.,そのようなプレッシャーの下で正気を保つのは難しい。,stay sane「正気を保つ」。SVC構文。It is hard to do構文。
SECTION #40「心・身体」,abuse,乱用、虐待； ～を乱用する、虐待する,名詞/他動詞,*,難,,,Child abuse is a serious social problem.,児童虐待は深刻な社会問題だ。,abuse は名詞「虐待・乱用」、他動詞「～を虐待する」。SVC構文。
SECTION #40「心・身体」,addict,～を中毒にさせる； 麻薬中毒者,名詞/他動詞,*,難,,,He is addicted to video games.,彼はテレビゲーム中毒だ。,be addicted to ～「～に中毒になっている」。SVC構文。受動態。
SECTION #40「心・身体」,injure,～に怪我をさせる,他動詞,**,難,,,Three people were injured in the accident.,事故で3人が負傷した。,be injured「負傷する」。受動態。SV構文。in the accident「事故で」。
SECTION #40「心・身体」,wound,～を負傷させる,名詞/他動詞,**,難,,,The soldier was wounded in battle.,その兵士は戦闘で負傷した。,be wounded「負傷する」。受動態。wound は主に武器による傷に使う。
SECTION #40「心・身体」,bleed,出血する,自動詞/他動詞,*,難,,,His finger was bleeding.,彼の指は出血していた。,bleed「出血する」。自動詞。過去進行形。SV構文。
SECTION #40「心・身体」,scratch,引っかき傷、かすり傷、～を引っかく,自動詞/他動詞/名詞,*,難,,,The cat scratched my arm.,猫が私の腕をひっかいた。,scratch＋名詞「～をひっかく」。SVO構文。
SECTION #40「心・身体」,bruise,あざ、打撲傷 ～に打撲を負わせる,名詞/自動詞/他動詞,*,難,,,She bruised her knee when she fell.,彼女は転んだとき膝を打撲した。,bruise＋名詞「～にあざを作る」。SVO構文。when節は時を表す副詞節。
SECTION #40「心・身体」,suffer,（～で）苦しむ、悩む（from）,自動詞/他動詞,**,難,,,He suffered from a severe headache.,彼はひどい頭痛に苦しんだ。,suffer from ～「～に苦しむ」。自動詞。SV構文。
SECTION #40「心・身体」,torture,拷問； ～を拷問する、ひどく苦しめる,名詞/他動詞,*,難,,,The prisoners were tortured for information.,囚人たちは情報を得るために拷問された。,be tortured「拷問される」。受動態。SV構文。for ～「～のために」。
SECTION #40「心・身体」,torment,苦痛； ～を苦しめる,名詞/他動詞,*,難,,,She was tormented by guilt.,彼女は罪悪感に苛まれた。,be tormented by ～「～に苛まれる」。受動態。SV構文。
SECTION #40「心・身体」,vigor,活力,名詞,*,難,,,He works with great vigor.,彼は非常に精力的に働く。,with vigor「精力的に」。SV構文。名詞。
SECTION #40「心・身体」,feeble,弱々しい,形容詞,*,難,,,He made a feeble attempt to smile.,彼は弱々しい笑みを浮かべようとした。,feeble＋名詞「弱々しい～」。SVO構文。attempt to do「～しようとする試み」。
SECTION #40「心・身体」,pale,(顔が)青白い、血色が悪い； (色が)淡い,形容詞/自動詞,*,難,,,She turned pale with shock.,彼女はショックで顔が青ざめた。,turn pale「青ざめる」。SVC構文。with shock「ショックで」。
SECTION #40「心・身体」,fatigue,(極度の)疲労,名詞/他動詞,*,難,,,Driver fatigue causes many accidents.,運転者の疲労は多くの事故を引き起こす。,fatigue は名詞「疲労」。SVO構文。
SECTION #40「心・身体」,weary,(～)に疲れている、飽き飽きしている(of),形容詞/自動詞/他動詞,*,難,,,She grew weary of waiting.,彼女は待つことにうんざりした。,be [grow] weary of ～「～にうんざりする」。SVC構文。
SECTION #40「心・身体」,tedious,退屈な,形容詞,*,難,,,The lecture was long and tedious.,その講義は長くて退屈だった。,tedious「退屈な・うんざりする」。SVC構文。
SECTION #40「心・身体」,dreary,退屈な； ものわびしい,形容詞,*,難,,,It was a dreary winter day.,どんよりとした冬の日だった。,dreary＋名詞「陰鬱な・わびしい～」。SVC構文。
SECTION #40「心・身体」,thumb,親指,名詞/他動詞,*,難,,,She gave a thumbs-up sign.,彼女は親指を立てたサインを出した。,thumb は名詞「親指」。thumbs-up「賛成の・いいね」。SVO構文。
SECTION #40「心・身体」,palm,手のひら,名詞,*,難,,,He held the coin in the palm of his hand.,彼は手のひらにコインを持っていた。,palm「手のひら」。in the palm of one's hand「手のひらに」。SVO構文。
SECTION #40「心・身体」,wrist,手首,名詞,*,難,,,She wore a bracelet on her wrist.,彼女は手首にブレスレットをしていた。,wrist「手首」。名詞。SVO構文。on one's wrist「手首に」。
SECTION #40「心・身体」,fist,握りこぶし,名詞,*,難,,,He clenched his fists in anger.,彼は怒りで拳を握りしめた。,clench one's fist「拳を握りしめる」。SVO構文。in anger「怒りで」。
SECTION #40「心・身体」,elbow,ひじ,名詞/他動詞,*,難,,,She elbowed her way through the crowd.,彼女はひじで押しながら群衆をかき分けた。,elbow one's way「ひじで押して進む」。他動詞の用法。SVO構文。
SECTION #40「心・身体」,muscle,筋肉,名詞,*,難,,,Regular exercise builds muscle.,定期的な運動は筋肉をつける。,muscle「筋肉」。名詞。SVO構文。build muscle「筋肉をつける」。
SECTION #40「心・身体」,thigh,大股,名詞,*,難,,,He felt a sharp pain in his thigh.,彼は太ももに鋭い痛みを感じた。,thigh「太もも」。名詞。SVO構文。in one's thigh「太ももに」。
SECTION #40「心・身体」,knee,膝,名詞,*,難,,,She scraped her knee when she fell.,彼女は転んだとき膝を擦りむいた。,knee「膝」。名詞。SVO構文。when節は時を表す副詞節。
SECTION #40「心・身体」,heel,かかと,名詞,*,難,,,She has a blister on her heel.,彼女はかかとに水ぶくれができている。,heel「かかと」。名詞。SVC構文。on one's heel「かかとに」。
SECTION #40「心・身体」,ankle,足首,名詞,*,難,,,He twisted his ankle while running.,彼は走っている間に足首をひねった。,ankle「足首」。名詞。SVO構文。twist one's ankle「足首をひねる」。
SECTION #40「心・身体」,toe,足の指、つま先,名詞,*,難,,,She stubbed her toe on the table leg.,彼女はテーブルの脚につま先をぶつけた。,toe「つま先」。名詞。SVO構文。stub one's toe「つま先をぶつける」。
SECTION #40「心・身体」,to one's feet,立って、立った状態で,副詞句,*,難,,,The audience rose to their feet and applauded.,観客は立ち上がって拍手した。,rise to one's feet「立ち上がる」。SV構文。副詞句。
SECTION #40「心・身体」,chest,胸； タンス,名詞,*,難,,,He felt a tightness in his chest.,彼は胸に圧迫感を感じた。,chest「胸」。名詞。SVO構文。in one's chest「胸に」。
SECTION #40「心・身体」,limb,手足、四肢,名詞,*,難,,,He lost a limb in the accident.,彼は事故で手足の一部を失った。,limb「手足・四肢」。名詞。SVO構文。
SECTION #40「心・身体」,forehead,ひたい,名詞,*,難,,,She wiped the sweat from her forehead.,彼女は額の汗を拭った。,forehead「額」。名詞。SVO構文。from one's forehead「額から」。
SECTION #40「心・身体」,eyebrow,眉毛,名詞,*,難,,,He raised his eyebrows in surprise.,彼は驚いて眉を上げた。,eyebrow「眉毛」。名詞。raise one's eyebrows「眉を上げる」。SVO構文。
SECTION #40「心・身体」,eyelid,まぶた,名詞,*,難,,,Her eyelids grew heavy with sleep.,彼女のまぶたは眠気で重くなった。,eyelid「まぶた」。名詞。SVC構文。grow＋形容詞「～になる」。
SECTION #40「心・身体」,eyelash,まつげ,名詞,*,難,,,She has long eyelashes.,彼女はまつ毛が長い。,eyelash「まつ毛」。名詞。SVO構文。
SECTION #40「心・身体」,beard,あごひげ,名詞,*,難,,,He grew a thick beard over the winter.,彼は冬の間に濃いあごひげを生やした。,beard「あごひげ」。名詞。grow a beard「ひげを生やす」。SVO構文。
SECTION #40「心・身体」,jaw,あご,名詞,*,難,,,He clenched his jaw in frustration.,彼は悔しさで顎を食いしばった。,jaw「顎」。名詞。clench one's jaw「顎を食いしばる」。SVO構文。
SECTION #40「心・身体」,chin,あご(の先端),名詞,*,難,,,She rested her chin on her hand.,彼女は手に顎を乗せた。,chin「顎」。名詞。rest A on B「AをBに乗せる」。SVO構文。
SECTION #40「心・身体」,cheek,頬,名詞,*,難,,,Tears rolled down her cheeks.,涙が彼女の頬を伝った。,cheek「頬」。名詞。SV構文。roll down ～「～を伝って流れる」。
SECTION #40「心・身体」,tremble,(恐怖・興奮で)震える； 震動する,自動詞/名詞,*,難,,,Her hands trembled with fear.,彼女の手は恐怖で震えた。,tremble with ～「～で震える」。自動詞。SV構文。
SECTION #40「心・身体」,shiver,(寒さで)震える,自動詞/名詞,*,難,,,He shivered in the cold wind.,彼は冷たい風の中で震えた。,shiver「（寒さ・恐怖で）震える」。自動詞。SV構文。
SECTION #40「心・身体」,wander,(目的もなく)さまよう、歩き回る,自動詞/他動詞,**,難,,,They wandered through the old town.,彼らは旧市街をさまよい歩いた。,wander through ～「～をさまよい歩く」。自動詞。SV構文。
SECTION #40「心・身体」,roam,歩き回る、徘徊する； ～を徘徊する,自動詞/他動詞,*,難,,,Wild horses roam freely across the plains.,野生の馬が平原を自由に歩き回る。,roam「歩き回る・放浪する」。自動詞。SV構文。
SECTION #40「心・身体」,stroll,(ぶらぶら)歩く,自動詞/名詞,*,難,,,We strolled along the river after dinner.,夕食後に川沿いを散歩した。,stroll along ～「～に沿って散歩する」。自動詞。SV構文。
SECTION #40「心・身体」,stride,ひとまたぎ； 進歩； 大股で歩く,自動詞/名詞,*,難,,,He strode confidently into the room.,彼は自信を持って部屋に大股で入った。,stride「大股で歩く」。自動詞。SV構文。過去形 strode。
SECTION #40「心・身体」,stumble,つまずく； (～に)偶然でくわす(on[upon]),自動詞,*,難,,,She stumbled on a rock and fell.,彼女は岩につまずいて転んだ。,stumble on [over] ～「～につまずく」。自動詞。SV構文。
SECTION #40「心・身体」,creep,這う、こっそり進む,自動詞,*,難,,,The cat crept silently toward the bird.,猫は鳥に向かって静かに忍び寄った。,creep「忍び寄る・這う」。自動詞。SV構文。過去形 crept。
SECTION #40「心・身体」,linger,(立ち去らずに)ぐずぐずする、残存する,自動詞,*,難,,,The smell of cooking lingered in the kitchen.,料理の匂いが台所に漂い続けた。,linger「漂い続ける・居残る」。自動詞。SV構文。
SECTION #40「心・身体」,sniff,くんくん嗅ぐ； ～のにおいを嗅ぐ,自動詞/他動詞/名詞,*,難,,,The dog sniffed at the stranger's shoes.,犬はその見知らぬ人の靴の匂いを嗅いだ。,sniff at ～「～の匂いを嗅ぐ」。自動詞。SV構文。
SECTION #40「心・身体」,sneeze,くしゃみをする,自動詞/名詞,*,難,,,She sneezed several times because of the dust.,ほこりのせいで彼女は何度もくしゃみをした。,sneeze「くしゃみをする」。自動詞。SV構文。because of ～「～のせいで」。
SECTION #40「心・身体」,snore,いびきをかく,自動詞/名詞,*,難,,,He snores loudly every night.,彼は毎晩大きないびきをかく。,snore「いびきをかく」。自動詞。SV構文。
SECTION #40「心・身体」,sneer,(～を)あざ笑う、鼻で笑う(at),自動詞/名詞,*,難,,,He sneered at my suggestion.,彼は私の提案をあざ笑った。,sneer at ～「～をあざ笑う・嘲笑する」。自動詞。SV構文。
SECTION #40「心・身体」,shrug,肩をすくめる,自動詞/他動詞/名詞,*,難,,,She shrugged her shoulders and said nothing.,彼女は肩をすくめて何も言わなかった。,shrug one's shoulders「肩をすくめる」。SVO構文。
SECTION #40「心・身体」,clear one's throat,咳払いする,自動詞句,*,難,,,He cleared his throat before speaking.,彼は話す前に咳払いをした。,clear one's throat「咳払いをする」。SVO構文。before＋動名詞「～する前に」。
SECTION #40「心・身体」,frown,しかめ面をする； しかめ面,自動詞/名詞,*,難,,,She frowned at the bad news.,彼女はその悪い知らせに眉をひそめた。,frown at ～「～に眉をひそめる」。自動詞。SV構文。
SECTION #40「心・身体」,grimace,しかめ面をする； しかめ面,名詞/自動詞,*,難,,,He grimaced in pain.,彼は痛みで顔をしかめた。,grimace「顔をしかめる」。自動詞。SV構文。in pain「痛みで」。
SECTION #40「心・身体」,blink,まばたきをする； まばたき,自動詞/他動詞/名詞,*,普,,html <BLINK>タグ　点滅,She blinked in the bright sunlight.,彼女はまぶしい日差しでまばたきをした。,blink「まばたきをする」。自動詞。SV構文。in ～「～の中で」。
SECTION #40「心・身体」,yawn,あくびをする,自動詞/名詞,*,難,,,He yawned during the long meeting.,彼は長い会議中にあくびをした。,yawn「あくびをする」。自動詞。SV構文。during ～「～の間に」。
SECTION #40「心・身体」,mutter,つぶやく,自動詞/他動詞/名詞,*,難,,,He muttered something under his breath.,彼は小声で何かをつぶやいた。,mutter「つぶやく」。自動詞/他動詞。SVO構文。under one's breath「小声で」。
SECTION #40「心・身体」,murmur,つぶやく,自動詞/他動詞/名詞,*,難,,,She murmured a prayer softly.,彼女は祈りの言葉をそっとつぶやいた。,murmur「つぶやく・ささやく」。他動詞。SVO構文。
SECTION #40「心・身体」,mumble,つぶやく,自動詞/他動詞/名詞,*,難,,,He mumbled an apology.,彼はもごもごと謝った。,mumble「もごもごと言う」。他動詞。SVO構文。
SECTION #40「心・身体」,whisper,ささやく,自動詞/他動詞/名詞,*,難,,,She whispered the secret in my ear.,彼女は私の耳元でその秘密をささやいた。,whisper＋名詞「～をささやく」。SVO構文。in one's ear「耳元で」。
SECTION #40「心・身体」,shriek,金切り声を上げる、叫ぶ,自動詞/他動詞/名詞,*,難,,,She shrieked with terror.,彼女は恐怖で悲鳴を上げた。,shriek with ～「～で悲鳴を上げる」。自動詞。SV構文。
SECTION #40「心・身体」,sob,すすり泣く,自動詞/名詞,*,難,,,The child sobbed quietly in the corner.,子供は隅で静かにすすり泣いた。,sob「すすり泣く」。自動詞。SV構文。
SECTION #41「コロケーションで覚える形容詞」,genuine,本物の、純粋の、心からの,形容詞,**,難,,,This is a genuine leather bag.,これは本物の革のかばんです。,genuine＋名詞「本物の～・偽りのない～」。SVC構文。
SECTION #41「コロケーションで覚える形容詞」,authentic,本物の、本場の,形容詞,*,難,,,The restaurant serves authentic Italian food.,そのレストランは本格的なイタリア料理を出す。,authentic＋名詞「本物の・本格的な～」。SVO構文。
SECTION #41「コロケーションで覚える形容詞」,fake,偽物の,形容詞/名詞/他動詞,*,難,,,The painting turned out to be a fake.,その絵画は偽物であることが判明した。,fake は名詞「偽物」。turn out to be ～「～だと判明する」。SVC構文。
SECTION #41「コロケーションで覚える形容詞」,false,(わざと)間違った、偽の,形容詞,**,難,,,The rumor proved to be false.,その噂は虚偽であると証明された。,false「偽の・虚偽の」。prove to be ～「～だと判明する」。SVC構文。
SECTION #41「コロケーションで覚える形容詞」,sincere,心からの、誠実な,形容詞,*,難,,,Please accept my sincere apologies.,心からのお詫びを受け入れてください。,sincere＋名詞「心からの～・誠実な～」。SVO構文。命令文。
SECTION #41「コロケーションで覚える形容詞」,sheer,全くの,形容詞/副詞,*,難,,,It was sheer luck that he survived.,彼が生き残ったのは全くの幸運だった。,sheer＋名詞「全くの～・純然たる～」。強調の形容詞。It is ～ that構文。
SECTION #41「コロケーションで覚える形容詞」,elaborate,手の込んだ、精巧な,形容詞/自動詞/他動詞,**,難,,,She gave an elaborate explanation of the plan.,彼女はその計画について詳細な説明をした。,elaborate＋名詞「精巧な・詳細な～」。SVO構文。
SECTION #41「コロケーションで覚える形容詞」,intricate,複雑な、込み入った,形容詞,*,難,,,The watch has an intricate mechanism.,その時計は複雑な仕組みを持っている。,intricate＋名詞「複雑な・入り組んだ～」。SVO構文。
SECTION #41「コロケーションで覚える形容詞」,exquisite,精緻な、素晴らしい,形容詞,*,難,,,The garden had exquisite flowers.,その庭には絶妙に美しい花があった。,exquisite＋名詞「非常に美しい・絶妙な～」。SVO構文。
SECTION #41「コロケーションで覚える形容詞」,sophisticated,洗練された； 精巧な,形容詞,**,難,,,She has a sophisticated taste in art.,彼女は洗練された芸術の趣味を持っている。,sophisticated＋名詞「洗練された・高度な～」。SVO構文。
SECTION #41「コロケーションで覚える形容詞」,proficient,熟達した,形容詞,*,難,,,She is proficient in three languages.,彼女は3つの言語に堪能だ。,be proficient in ～「～に堪能な」。SVC構文。
SECTION #41「コロケーションで覚える形容詞」,negative,否定の、否定的な、消極的な、マイナスの,形容詞/名詞,**,普,,ネガティブ,He has a negative attitude toward change.,彼は変化に対して否定的な態度をとっている。,negative＋名詞「否定的な～」。SVO構文。toward ～「～に対して」。
SECTION #41「コロケーションで覚える形容詞」,affirmative,肯定の、積極的な,形容詞/名詞,*,難,,"アファーマティブ･アクション「積極的格差是正措置」
マイノリティ(少数派)が過去に受けた、教育などに関する差別をなくそうとする取り組み",She gave an affirmative answer.,彼女は肯定的な返事をした。,affirmative＋名詞「肯定的な～」。SVO構文。
SECTION #41「コロケーションで覚える形容詞」,positive,積極的な、プラスの； 確信している,形容詞/名詞,**,普,,ポジティブ,Try to maintain a positive attitude.,前向きな姿勢を維持するようにしなさい。,positive＋名詞「前向きな・肯定的な～」。命令文。SVO構文。
SECTION #41「コロケーションで覚える形容詞」,vertical,垂直の、縦の,形容詞,*,普,,,Draw a vertical line on the paper.,紙に垂直な線を引きなさい。,vertical＋名詞「垂直の～」。SVO構文。命令文。
SECTION #41「コロケーションで覚える形容詞」,horizontal,水平の,形容詞,*,普,,,The shelf must be perfectly horizontal.,棚は完全に水平でなければならない。,horizontal「水平の」。SVC構文。
SECTION #41「コロケーションで覚える形容詞」,parallel,(～と)平行の、類似した(to～)； 類似(物)、匹敵するもの,形容詞/名詞/他動詞,*,難,,パラレル,The two roads run parallel to each other.,その2つの道路は互いに平行に走っている。,parallel to ～「～に平行して」。SVC構文。run parallel「平行に走る」。
SECTION #41「コロケーションで覚える形容詞」,indifferent,(～に対して)無関心な(to),形容詞,**,難,,,He seemed indifferent to her feelings.,彼は彼女の気持ちに無関心のようだった。,be indifferent to ～「～に無関心な」。SVC構文。
SECTION #41「コロケーションで覚える形容詞」,infamous,悪名高い、評判が悪い,形容詞,**,難,,,The city is infamous for its high crime rate.,その都市は犯罪率の高さで悪名高い。,be infamous for ～「～で悪名高い」。SVC構文。
SECTION #41「コロケーションで覚える形容詞」,notorious,悪名高い、評判が悪い,形容詞,*,難,,,He is notorious for being late.,彼は遅刻することで悪名高い。,be notorious for ～「～で悪名高い」。SVC構文。動名詞が目的語。
SECTION #41「コロケーションで覚える形容詞」,uneasy,落ち着かない、不安な,形容詞,**,難,,,She felt uneasy about the upcoming exam.,彼女は迫っている試験について不安を感じた。,feel uneasy about ～「～について不安を感じる」。SVC構文。
SECTION #41「コロケーションで覚える形容詞」,awkward,落ち着かない、気まずい、不器用な、ぎこちない,形容詞,*,難,,,There was an awkward silence in the room.,部屋には気まずい沈黙があった。,awkward＋名詞「気まずい・ぎこちない～」。There is構文。
SECTION #41「コロケーションで覚える形容詞」,clumsy,不器用な、ぎこちない,形容詞,*,難,,,He is clumsy with his hands.,彼は手先が不器用だ。,be clumsy with ～「～が不器用な」。SVC構文。
SECTION #41「コロケーションで覚える形容詞」,restless,落ち着きがない、せわしない,形容詞,*,難,,,The children became restless during the long wait.,長い待ち時間の間に子供たちは落ち着きがなくなった。,become restless「落ち着きがなくなる」。SVC構文。
SECTION #41「コロケーションで覚える形容詞」,relentless,執拗な、情け容赦のない,形容詞,*,難,,,The relentless rain continued for a week.,容赦ない雨が一週間続いた。,relentless＋名詞「容赦ない・絶え間ない～」。SV構文。
SECTION #41「コロケーションで覚える形容詞」,ruthless,情け容赦のない、冷酷な,形容詞,*,難,,,The dictator was ruthless in his rule.,その独裁者は統治において冷酷だった。,be ruthless in ～「～において冷酷な」。SVC構文。
SECTION #41「コロケーションで覚える形容詞」,reckless,向こう見ずな,形容詞,*,難,,,Reckless driving causes many accidents.,無謀な運転は多くの事故を引き起こす。,reckless＋名詞「無謀な・向こう見ずな～」。SVO構文。
SECTION #41「コロケーションで覚える形容詞」,stupid,ばかな、愚かな,形容詞,**,易,,,It was stupid of him to say that.,そんなことを言うなんて彼は愚かだった。,It is stupid of A to do「～するとはAは愚かだ」。人の性質を表す形容詞＋of構文。
SECTION #41「コロケーションで覚える形容詞」,silly,ばかな,形容詞,**,普,,"""頭のわるい人""スタンプ silly human",Don't ask such a silly question.,そんなばかげた質問をするな。,silly＋名詞「ばかげた・愚かな～」。否定の命令文。SVO構文。
SECTION #41「コロケーションで覚える形容詞」,absurd,ばかげた、理に適わない,形容詞,**,難,,,His excuse was completely absurd.,彼の言い訳は完全にばかげていた。,absurd「ばかげた・不合理な」。SVC構文。
SECTION #41「コロケーションで覚える形容詞」,ridiculous,ばかばかしい,形容詞,*,難,,,The price was absolutely ridiculous.,その値段は全くばかげていた。,ridiculous「ばかげた・おかしい」。SVC構文。
SECTION #41「コロケーションで覚える形容詞」,fragile,壊れやすい、もろい,形容詞,*,難,,,Be careful - the vase is very fragile.,気をつけて、その花瓶はとても壊れやすい。,fragile「壊れやすい・もろい」。SVC構文。
SECTION #41「コロケーションで覚える形容詞」,vulnerable,（～に対して）傷つきやすい、弱い(to),形容詞,*,難,,,Children are vulnerable to infections.,子供は感染症にかかりやすい。,be vulnerable to ～「～に弱い・～の影響を受けやすい」。SVC構文。
SECTION #41「コロケーションで覚える形容詞」,delicate,繊細な、微細な、優美な、臆病な,形容詞,**,難,,,This is a very delicate matter.,これは非常にデリケートな問題だ。,delicate＋名詞「繊細な・デリケートな～」。SVC構文。
SECTION #41「コロケーションで覚える形容詞」,stiff,堅い、凝っている； 堅苦しい,形容詞,**,難,,,My neck is stiff from sitting too long.,長時間座っていたので首がこっている。,be stiff「こっている・硬い」。SVC構文。from＋動名詞「～したせいで」。
SECTION #41「コロケーションで覚える形容詞」,rigid,堅い； 厳格な、融通が利かない,形容詞,**,難,,,The school has rigid rules.,その学校には厳格な規則がある。,rigid＋名詞「厳格な・硬直した～」。SVO構文。
SECTION #41「コロケーションで覚える形容詞」,flexible,曲がりやすい、柔軟性のある,形容詞,**,難,,,We need a more flexible schedule.,もっと柔軟なスケジュールが必要だ。,flexible＋名詞「柔軟な・融通のきく～」。SVO構文。
SECTION #41「コロケーションで覚える形容詞」,arrogant,傲慢な,形容詞,*,難,,,His arrogant attitude annoyed everyone.,彼の傲慢な態度は皆を苛立たせた。,arrogant＋名詞「傲慢な～」。SVO構文。
SECTION #41「コロケーションで覚える形容詞」,humble,謙虚な、つつましい； 質素な,形容詞/他動詞,*,難,,,"Despite his success, he remained humble.",成功にもかかわらず、彼は謙虚なままだった。,remain humble「謙虚なままでいる」。SVC構文。despite ～「～にもかかわらず」。
SECTION #41「コロケーションで覚える形容詞」,stubborn,頑固な,形容詞,*,難,,,She is too stubborn to admit her mistake.,彼女は頑固すぎて自分の間違いを認めない。,too＋形容詞＋to do「～すぎて…できない」。SVC構文。
SECTION #41「コロケーションで覚える形容詞」,obstinate,頑固な,形容詞,*,難,,,He was obstinate in his refusal.,彼は拒否において頑固だった。,be obstinate in ～「～において頑固な」。SVC構文。stubborn より堅い語。
SECTION #41「コロケーションで覚える形容詞」,fierce,激しい,形容詞,*,難,,,The two teams had a fierce competition.,2つのチームは激しい競争をした。,fierce＋名詞「激しい・獰猛な～」。SVO構文。
SECTION #41「コロケーションで覚える形容詞」,harsh,厳しい,形容詞,*,難,,,The teacher's words were harsh but fair.,先生の言葉は厳しいが公正だった。,harsh「厳しい・過酷な」。SVC構文。but で逆接。
SECTION #41「コロケーションで覚える形容詞」,stern,厳格な、険しい,形容詞/名詞,*,難,,,The principal gave us a stern warning.,校長は私たちに厳しい警告を与えた。,stern＋名詞「厳しい・厳格な～」。SVO(O)構文。
SECTION #41「コロケーションで覚える形容詞」,brave,勇敢な,形容詞/他動詞,*,難,,,The brave firefighter rescued the child.,勇敢な消防士がその子供を救出した。,brave＋名詞「勇敢な～」。SVO構文。
SECTION #41「コロケーションで覚える形容詞」,bold,大胆な,形容詞,*,難,,,She made a bold decision to change careers.,彼女は転職するという大胆な決断をした。,bold＋名詞「大胆な・勇敢な～」。SVO構文。to不定詞は形容詞的用法。
